artifact__title,artifact__title_english,artifact__summary,artifact__identifier,artifact__type,artifact__type_label,artifact__date_published,artifact__date_published_year,artifact__date_circa,artifact__uri,artifact__img,artifact__doi,artifact__publication_place,artifact__publisher,artifact__rights,artifact__rights_holder,artifact__rights_uri,artifact__tags,artifact__copyright,artifact__props__Example_Label,artifact__hidden_props__Example_Label,artifact__related_urls,artifact__isbn_online,artifact__isbn_print,artifact__issn_online,artifact__issn_print,artifact__series,artifact__people,artifact__people__author,artifact__people__editor,artifact__access_type,artifact__access_orgs,artifact__search_props__Example_Label,artifact__country,artifact__high_res_thumbnail,artifact__royalty_to_id,artifact__readable,collection__uuid,file__content_type,file__name,file__media_type,file__uuid,file__url,file__language,file__fulltext_s3_url,file__fulltext_paginated_s3_url,file__toc,file__viewer_settings,file__size,file__pages,file__key_terms,file__file_hash
Violence in NW Syria’s Al Hol Camp reducing humanitarian coverage,,"Signal Alert is an occasional publication of the Aid Worker Security Database to inform the humanitarian sector of a statistically significant trend, change, or outlier detected in the security environment for aid operations.  the most recent report.",,report,,2022-12-01,,,https://humanitarianoutcomes.org/publications/violence-nw-syria%E2%80%99s-al-hol-camp-reducing-humanitarian-coverage,,,,,,,,,,,,,,,,,,,Meriah-Jo Breckenridge|Abby Stoddard|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://aidworkersecurity.org/sites/default/files/2022-12/AWSD%20Signal%20Alert_AlHol_FINAL.pdf,en,,,,,,,,
Slipping Away? A Review of Humanitarian Capabilities in Cholera Response,,"Over the past two years there has been a notable uptick in cholera outbreaks and deaths. The greater number of countries experiencing cases, combined with an unusual geographical distribution of outbreaks and unacceptably high case fatality rates, has raised concerns about the global capacity for cholera response  control, and whether some past progress has been lost.A deadly but relatively easy disease to treat if caught in time—and one that often occurs within the context of a broader emergency—cholera has long been considered a basic staple of core humanitarian business. It was a disastrous performance in response to a cholera outbreak among Rwandan refugees in  in 1994 that shook and subsequently reshaped the modern humanitarian system, establishing standards, operational guidance, and coordination structures meant to better enable rapid and effective life-saving response. Three decades later, what is going wrong?While cholera outbreaks can have multiple contributing factors—including armed conflict, development and governance failures, and the effects of climate change—these lie largely outside the influence of humanitarian actors. While not discounting the broader issues, such as lack of investment in water and sanitation infrastructure and other more sustainable solutions, this rapid review focuses on the response element—the humanitarian capacities, competencies, and coordination.",,report,,2023-02-01,,,https://humanitarianoutcomes.org/cholera_response_2_23,,,,,,,,,,,,,,,,,,,Abby Stoddard|Meriah-Jo Breckenridge|Paul Harvey|Glyn Taylor|Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho-ukhih_cholera_2_023.pdf,en,,,,,,,,
Slipping Away? A Review of Humanitarian Capabilities in Cholera Response,,"Over the past two years there has been a notable uptick in cholera outbreaks and deaths. The greater number of countries experiencing cases, combined with an unusual geographical distribution of outbreaks and unacceptably high case fatality rates, has raised concerns about the global capacity for cholera response  control, and whether some past progress has been lost.A deadly but relatively easy disease to treat if caught in time—and one that often occurs within the context of a broader emergency—cholera has long been considered a basic staple of core humanitarian business. It was a disastrous performance in response to a cholera outbreak among Rwandan refugees in  in 1994 that shook and subsequently reshaped the modern humanitarian system, establishing standards, operational guidance, and coordination structures meant to better enable rapid and effective life-saving response. Three decades later, what is going wrong?While cholera outbreaks can have multiple contributing factors—including armed conflict, development and governance failures, and the effects of climate change—these lie largely outside the influence of humanitarian actors. While not discounting the broader issues, such as lack of investment in water and sanitation infrastructure and other more sustainable solutions, this rapid review focuses on the response element—the humanitarian capacities, competencies, and coordination.",,report,,2023-02-01,,,https://humanitarianoutcomes.org/cholera_response_2_23,,,,,,,,,,,,,,,,,,,Abby Stoddard|Meriah-Jo Breckenridge|Paul Harvey|Glyn Taylor|Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/cholera_arabic_3_23.pdf,ar,,,,,,,,
Slipping Away? A Review of Humanitarian Capabilities in Cholera Response,,"Over the past two years there has been a notable uptick in cholera outbreaks and deaths. The greater number of countries experiencing cases, combined with an unusual geographical distribution of outbreaks and unacceptably high case fatality rates, has raised concerns about the global capacity for cholera response  control, and whether some past progress has been lost.A deadly but relatively easy disease to treat if caught in time—and one that often occurs within the context of a broader emergency—cholera has long been considered a basic staple of core humanitarian business. It was a disastrous performance in response to a cholera outbreak among Rwandan refugees in  in 1994 that shook and subsequently reshaped the modern humanitarian system, establishing standards, operational guidance, and coordination structures meant to better enable rapid and effective life-saving response. Three decades later, what is going wrong?While cholera outbreaks can have multiple contributing factors—including armed conflict, development and governance failures, and the effects of climate change—these lie largely outside the influence of humanitarian actors. While not discounting the broader issues, such as lack of investment in water and sanitation infrastructure and other more sustainable solutions, this rapid review focuses on the response element—the humanitarian capacities, competencies, and coordination.",,report,,2023-02-01,,,https://humanitarianoutcomes.org/cholera_response_2_23,,,,,,,,,,,,,,,,,,,Abby Stoddard|Meriah-Jo Breckenridge|Paul Harvey|Glyn Taylor|Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/cholera_espanol_3_23.pdf,es,,,,,,,,
Slipping Away? A Review of Humanitarian Capabilities in Cholera Response,,"Over the past two years there has been a notable uptick in cholera outbreaks and deaths. The greater number of countries experiencing cases, combined with an unusual geographical distribution of outbreaks and unacceptably high case fatality rates, has raised concerns about the global capacity for cholera response  control, and whether some past progress has been lost.A deadly but relatively easy disease to treat if caught in time—and one that often occurs within the context of a broader emergency—cholera has long been considered a basic staple of core humanitarian business. It was a disastrous performance in response to a cholera outbreak among Rwandan refugees in  in 1994 that shook and subsequently reshaped the modern humanitarian system, establishing standards, operational guidance, and coordination structures meant to better enable rapid and effective life-saving response. Three decades later, what is going wrong?While cholera outbreaks can have multiple contributing factors—including armed conflict, development and governance failures, and the effects of climate change—these lie largely outside the influence of humanitarian actors. While not discounting the broader issues, such as lack of investment in water and sanitation infrastructure and other more sustainable solutions, this rapid review focuses on the response element—the humanitarian capacities, competencies, and coordination.",,report,,2023-02-01,,,https://humanitarianoutcomes.org/cholera_response_2_23,,,,,,,,,,,,,,,,,,,Abby Stoddard|Meriah-Jo Breckenridge|Paul Harvey|Glyn Taylor|Nigel Timmins|Manisha Thomas,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho-cholera_3_23_fr.pdf,fr,,,,,,,,
Oslo commitments on ending sexual and gender-based violence in humanitarian crises,,"Three years have passed since 49 governments, UN agencies, international organisations, national organisations, and other entities met in Oslo to signal their commitment to work for the prevention and mitigation of sexual and gender-based violence (SGBV) in humanitarian crises. This third and final collective progress report following the May 2019 Oslo conference presents the progress, as self- reported by conference participants, against their specific financial and policy commitments in 2021, and serves as the capstone of a three-year tracking project supported by the Government of Norway to measure annual progress.Tracking of outputs (money and policy initiatives) is not equivalent to measuring change in outcomes on the ground; nevertheless, having conference participants specify, document, and report against their commitments over a multi-year timespan represents an important exercise in accountability and follow- up. Combined progress reports show that most of the stated commitments pledged at the conference were met within the three-year time frame, including roughly 91% of committed spending, additional financial support beyond pledged amounts, and at least 67% of policy actions reported to be currently ‘on track’.Some weaknesses identified include that reporting against policy actions fell off in the third year of tracking, that many of the policy and programmatic actions reported on had SGBV action as only one element, making measurement and comparison difficult, and that a markedly small portion of the disbursed funding (1%) went directly to local actors.",,report,,2023-01-01,,,https://humanitarianoutcomes.org/Oslo_SGBV_Commitments_2022_Report,,,,,,,,,,,,,,,,,,,Adelicia Fairbanks,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2022_oslo_sgbv_commitments_progress_report.pdf,en,,,,,,,,
Navigating Ethical Dilemmas for Humanitarian Action in Afghanistan,,"The most challenging moral dilemmas involve choosing between two objectively negative outcomes. In Afghanistan, the international aid sector faces a wrenching decision: whether to uphold universal human rights values by refusing to comply with the Taliban’s edicts against employing women, or to prioritise the humanitarian imperative to continue providing what aid they can to millions in need. The decision to stay is complicated by the reality that effective in-person aid programming requires female staff to effectively reach women and girls. In this context, aid groups have found partial – albeit suboptimal – solutions through workarounds and low-profile local negotiation strategies, capitalising on the decentralised nature of power structures across the provinces in Afghanistan.While initially understanding that they were exempt from the ban, the UN humanitarian agencies now confront the same dilemma as NGOs. While an Inter-Agency Standing Committee (IASC)-led process has developed a framework and set of criteria for programming for an initial trial period, aid agency staff interviewed for the most part felt that they had been left to grapple with these issues individually, with limited political leadership or guidance from the international diplomatic or donor community. A rapid review – encompassing roughly 250 interviews with humanitarian providers and recipients in Afghanistan, an opinion survey of Afghan women, and a review of the humanitarian ethics literature – set out to provide a timely analysis of the ethical dilemmas facing humanitarian action in Afghanistan.",,report,,2023-06-01,,,https://humanitarianoutcomes.org/HRRI_Afghanistan_June_2023,,,,,,,,,,,,,,,,,,,Mark Bowden|Hameed Hakimi|Paul Harvey|Ghulam Rasool Moosakhel|Orzala Nemat|Abby Stoddard|Manisha Thomas|Nigel Timmins|Torsten Voigt,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho-ukhih_afghanistan_final_6_21_23.pdf,en,,,,,,,,
Navigating Ethical Dilemmas for Humanitarian Action in Afghanistan,,"The most challenging moral dilemmas involve choosing between two objectively negative outcomes. In Afghanistan, the international aid sector faces a wrenching decision: whether to uphold universal human rights values by refusing to comply with the Taliban’s edicts against employing women, or to prioritise the humanitarian imperative to continue providing what aid they can to millions in need. The decision to stay is complicated by the reality that effective in-person aid programming requires female staff to effectively reach women and girls. In this context, aid groups have found partial – albeit suboptimal – solutions through workarounds and low-profile local negotiation strategies, capitalising on the decentralised nature of power structures across the provinces in Afghanistan.While initially understanding that they were exempt from the ban, the UN humanitarian agencies now confront the same dilemma as NGOs. While an Inter-Agency Standing Committee (IASC)-led process has developed a framework and set of criteria for programming for an initial trial period, aid agency staff interviewed for the most part felt that they had been left to grapple with these issues individually, with limited political leadership or guidance from the international diplomatic or donor community. A rapid review – encompassing roughly 250 interviews with humanitarian providers and recipients in Afghanistan, an opinion survey of Afghan women, and a review of the humanitarian ethics literature – set out to provide a timely analysis of the ethical dilemmas facing humanitarian action in Afghanistan.",,report,,2023-06-01,,,https://humanitarianoutcomes.org/HRRI_Afghanistan_June_2023,,,,,,,,,,,,,,,,,,,Mark Bowden|Hameed Hakimi|Paul Harvey|Ghulam Rasool Moosakhel|Orzala Nemat|Abby Stoddard|Manisha Thomas|Nigel Timmins|Torsten Voigt,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/hrri_afghanistan_report_summary_dari_design.docx.pdf,fa,,,,,,,,
Navigating Ethical Dilemmas for Humanitarian Action in Afghanistan,,"The most challenging moral dilemmas involve choosing between two objectively negative outcomes. In Afghanistan, the international aid sector faces a wrenching decision: whether to uphold universal human rights values by refusing to comply with the Taliban’s edicts against employing women, or to prioritise the humanitarian imperative to continue providing what aid they can to millions in need. The decision to stay is complicated by the reality that effective in-person aid programming requires female staff to effectively reach women and girls. In this context, aid groups have found partial – albeit suboptimal – solutions through workarounds and low-profile local negotiation strategies, capitalising on the decentralised nature of power structures across the provinces in Afghanistan.While initially understanding that they were exempt from the ban, the UN humanitarian agencies now confront the same dilemma as NGOs. While an Inter-Agency Standing Committee (IASC)-led process has developed a framework and set of criteria for programming for an initial trial period, aid agency staff interviewed for the most part felt that they had been left to grapple with these issues individually, with limited political leadership or guidance from the international diplomatic or donor community. A rapid review – encompassing roughly 250 interviews with humanitarian providers and recipients in Afghanistan, an opinion survey of Afghan women, and a review of the humanitarian ethics literature – set out to provide a timely analysis of the ethical dilemmas facing humanitarian action in Afghanistan.",,report,,2023-06-01,,,https://humanitarianoutcomes.org/HRRI_Afghanistan_June_2023,,,,,,,,,,,,,,,,,,,Mark Bowden|Hameed Hakimi|Paul Harvey|Ghulam Rasool Moosakhel|Orzala Nemat|Abby Stoddard|Manisha Thomas|Nigel Timmins|Torsten Voigt,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/hrri_afghanistan_report_summary_pashto_design.docx.pdf,ps,,,,,,,,
"Consultant Database Assistant, CORE Project",,,,report,,2023-03-01,,,https://humanitarianoutcomes.org/publications/consultant-database-assistant-core-project,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/core_database_assistant_2023_final.pdf,en,,,,,,,,
Humanitarian Access SCORE Report: Haiti,,"Haiti’s humanitarian crisis has resulted from a political and economic implosion, compounded by natural shocks, but with consequences similar to major armed conflicts – including severe constraints to humanitarian access. The collapse of law and order after the assassination of the president in 2021, and a wave of violence perpetrated by armed criminal gangs, has displaced over 100,000 people from their homes and contributed to the breakdown of basic social services. These developments contributed to a resurgence of cholera on the island, which to date has taken hundreds of lives, many of them children. Although over 100 humanitarian groups are present in Haiti, the threat of violence prevents them from responding in the places and at the level required to meet the needs.A survey of affected people and interviews with humanitarian practitioners in Haiti revealed that:A UN-led scale-up of humanitarian assistance began in April 2023, introducing a new collective strategy and joint initiative to expand access – a promising development with the potential to change the trajectory in Haiti. While the political and protection crisis is well beyond the scope of humanitarians to mediate, recent e!orts suggest that humanitarian access can be meaningfully improved through assertive negotiation e!orts that are backed up by results in the form of aid delivered, and by working closely with the NGO sector – particularly local organisations that have been able to maintain access through active acceptance measures at the community level and the willingness to negotiate with all power holders.",,report,,2023-07-01,,,https://humanitarianoutcomes.org/publications/score-report-Haiti-2023,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Mariana Duque-Diez|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/2023-07_-_score_haiti_0723_final.pdf,en,,,,,,,,
Humanitarian Access SCORE Report: Haiti,,"Haiti’s humanitarian crisis has resulted from a political and economic implosion, compounded by natural shocks, but with consequences similar to major armed conflicts – including severe constraints to humanitarian access. The collapse of law and order after the assassination of the president in 2021, and a wave of violence perpetrated by armed criminal gangs, has displaced over 100,000 people from their homes and contributed to the breakdown of basic social services. These developments contributed to a resurgence of cholera on the island, which to date has taken hundreds of lives, many of them children. Although over 100 humanitarian groups are present in Haiti, the threat of violence prevents them from responding in the places and at the level required to meet the needs.A survey of affected people and interviews with humanitarian practitioners in Haiti revealed that:A UN-led scale-up of humanitarian assistance began in April 2023, introducing a new collective strategy and joint initiative to expand access – a promising development with the potential to change the trajectory in Haiti. While the political and protection crisis is well beyond the scope of humanitarians to mediate, recent e!orts suggest that humanitarian access can be meaningfully improved through assertive negotiation e!orts that are backed up by results in the form of aid delivered, and by working closely with the NGO sector – particularly local organisations that have been able to maintain access through active acceptance measures at the community level and the willingness to negotiate with all power holders.",,report,,2023-07-01,,,https://humanitarianoutcomes.org/publications/score-report-Haiti-2023,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Mariana Duque-Diez|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_haiti_0723_fr.pdf,fr,,,,,,,,
Humanitarian Access SCORE Report: Myanmar,,"Since the military coup in Myanmar in February 2021, multifactional armed conflict has escalated and spread to most of the country, creating a protracted humanitarian crisis in a highly constrained operational environment where formal humanitarian aid is tightly controlled and relegated to a shrinking portion of the country.As the international aid actors debate the ethics of operating in junta-controlled areas and grapple with deficits of funding and information, rural communities in Myanmar have managed to prevent dire outcomes through highly localised, informal, and community-based aid.The results of a survey of affected people across the country, and interviews with national and international aid actors, show that, in contrast with many other access-constrained conflict contexts:To some unquantifiable degree, some of these localised efforts receive support from the formal aid sector’s international-national-local organisation supply chains. However, most formal international humanitarian response is limited to junta-controlled areas and official camps for internally displaced people (IDPs), and international organisations are currently prevented from providing an independent, impartial response across the country. At the same time, low-profile networks for the movement of cash and goods throughout the opposition- held and contested areas are fuelled by diaspora and solidarist organisations operating from across the Thai border.The ethical dilemma faced by international aid actors is real and has created a heated debate as to the right course of action, and whatever the decisions taken by individual agencies to work with the formal or informal/cross-border response, millions of people currently depend on both sets of efforts, while millions more are going without any assistance. Donors and formal aid actors have an opportunity to increase support for the informal response, which appears to have more scope for scaling up – but this would have to be done in a more flexible way than their typical monitoring and compliance systems demand. Agencies choosing to remain registered with the authorities to work in junta-controlled parts of Myanmar must be transparent about their operational limitations and vigilant about the potential for their programmes to be exploited for military objectives.",,report,,2023-04-01,,,https://humanitarianoutcomes.org/SCORE_Myanmar_April_2023,,,,,,,,,,,,,,,,,,,Paul Harvey|Abby Stoddard|Monica Czwarno|Meriah-Jo Breckenridge|Aung Naing,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/score_myanmar_april_2023.pdf,en,,,,,,,,
Figures at a Glance 2023,,This report presents the latest verified statistics on aid worker violence from Humanitarian Outcomes' Aid Worker Security Database. This preview gives updated numbers and trends through 2022.,,report,,2023-07-01,,,https://humanitarianoutcomes.org/figures_at_a_glance_2023,,,,,,,,,,,,,,,,,,,Abby Stoddard|Meriah-Jo Breckenridge|Monica Czwarno|Mariana Duque-Diez,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_aws-preview_july_23_final.pdf,en,,,,,,,,
Solidarity at scale,,"This report provides a brief snapshot of issues and challenges facing humanitarian responders during the first 10 days of the earthquake response. It is based on interviews with local responders in Syria and Türkiye, as well as a review of the emerging reports on the response and lessons learnt papers from previous earthquake responses.",,report,,2023-02-01,,,https://humanitarianoutcomes.org/local_responder_perspectives_earthquake_2023,,,,,,,,,,,,,,,,,,,Alexa Swift|Muhannad Al-Rish|Louisa Seferis|Rosa Akbari,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho-ukhih_syria_turkey_2_28_23.pdf,en,,,,,,,,
Aid Worker Security Report 2023 - Security Training in the Humanitarian Sector:  Issues of equity and effectiveness,,"This year’s Aid Worker Security Report discusses the trend of localised security risk reflected in the latest verified data, and examines an area of security risk management that exemplifies the disparities in the sector: security training. Training for aid workers operating in high-risk environments, particularly the in-person, experiential courses that simulate incident scenarios and those that teach critical first aid skills, are costly. Despite a dearth of hard evidence proving their effectiveness, the consensus among humanitarian security professionals seems to be that these courses, if well-designed and context-specific, are worth the investment. After a presentation of the latest aid worker security statistics, this report will delve into the questions and ethical implications around security training: who gets it, what should it consist of, and how do we know it works?",,report,,2023-08-01,,,https://humanitarianoutcomes.org/AWSR_2023,,,,,,,,,,,,,,,,,,,Meriah-Jo Breckenridge|Monica Czwarno|Mariana Duque-Diez|Adelicia Fairbanks|Paul Harvey|Abby Stoddard,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ho_aidworkersectyreport_2023_d.pdf,en,,,,,,,,
Linking Humanitarian Cash Assistance and National Social Protection Systems,,"This study looks at the current (2020-2022) alignment and links between social protection programs on the one hand and humanitarian assistance provided by donors and agencies on the other in six countries in the Sahel region: Burkina Faso, Chad, Mali, Mauritania, Niger, and Senegal. The study aims to identify the most effective ways to align the two forms of assistance and the key factors that either enable or constrain this convergence and to provide strategic, policy, and operational reflections on the potential for harmonizing the two kinds of assistance and the value that this could add to the countries of the region.",,report,,2023-04-01,,,https://humanitarianoutcomes.org/publications/linking-humanitarian-cash-assistance-and-national-social-protection-systems,,,,,,,,,,,,,,,,,,,Corinna Kreidler|Sophie Battas|Karin Seyfert|Mira Saidi,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/sahel_socpro_2023.pdf,en,,,,,,,,
Attacks on Aid Workers - timeline through 2021,,,,report,,2022-08-01,,,https://humanitarianoutcomes.org/AWSD_dataviz_2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,,,,,,,,,,
Figures at a Glance 2022,,This report presents the latest verified statistics on aid worker violence from Humanitarian Outcomes' Aid Worker Security Database. This preview gives updated numbers and trends through 2021.,,report,,2022-07-01,,,https://humanitarianoutcomes.org/figures_at_a_glance_2022,,,,,,,,,,,,,,,,,,,Abby Stoddard|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsd_figures_2022.pdf,en,,,,,,,,
Aid Worker Security Report 2022 - Collateral violence,,"This year’s Aid Worker Security Report examines the type of security incidents that involve what is often called collateral damage, which includes airstrikes, shelling, landmines, unexploded ordnance and other remnants of war, and crossfire.The likelihood of staff falling victim to these forms of attack may be low, but because it can be harder to predict, and the consequences can be so severe, the risk is harder to mitigate against. As a result, it often becomes the hard line in an agency’s decision to be present or not.Across the humanitarian sector generally, aid agencies are not equipped or willing to work amid these risks, and far less the risk of chemical, biological, nuclear, and radiological (CBRN) attacks or events. The research for this report included interviews with aid practitioners working in Myanmar, Ethiopia (Tigray), Ukraine, Syria, and Yemen, and other professionals experienced in humanitarian operations in major conflict.",,report,,2022-08-01,,,https://humanitarianoutcomes.org/AWSR_2022,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Monica Czwarno|Meriah-Jo Breckenridge,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/awsr_2022.pdf,en,,,,,,,,
Підтримати місцеві ініціативи: Нові гуманітарні пріоритети в Україні березень-травень 2022 р.,,"Російське вторгнення в Україну наприкінці лютого 2022 року призвело до того, що приблизно 16 мільйонів людей були вимушені залишити свої домівки або намагалися вижити в екстремальних умовах конфлікту та терміново потребували гуманітарної допомоги. Раптова масштабна надзвичайна ситуація, пов’язана з високими ризиками для операцій з надання допомоги, поставила перед міжнародною системою допомоги як нові, так і вже знайомі виклики. Попри те, що ситуація продовжує змінюватися щодня, деякі ключові особливості та проблеми динамічного реагування на допомогу стали зрозумілими. Огляд даних та інтерв’ю з національними та міжнародними гуманітарними діячами та експертами протягом травня 2022 року виявив такі широкі тенденції та проблеми.",,report,,2022-06-01,,,https://humanitarianoutcomes.org/Ukraine_response_June_2022_Ukr,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Nigel Timmins|Varvara Pakhomenko|Meriah-Jo Breckenridge|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ukraine_review_june_ukr.pdf,en,,,,,,,,
Watch now | Learning for Ukraine: Challenges and Opportunities for Change,,"On 5 July 2022, ALNAP and partners delivered a webinar and interactive practitioner exchange to explore the issues and challenges posed by this crisis, how humanitarians are grappling with them, and the learning opportunities going forward.This event, organised with the United Kingdom Humanitarian Innovation Hub and Humanitarian Outcomes, was made up of two parts:A public webinar with a panel discussion and Q&A open to all (13.00-14.30 BST / 14.00-15.30 CET).A smaller interactive practitioner exchange on selected themes for participants to share learning emerging so far from this unique crisis and response (14:45 - 16:00 BST / 15:45 - 17:00 CET) | .",,report,,2022-07-01,,,https://humanitarianoutcomes.org/publications/watch-now-learning-ukraine-challenges-and-opportunities-change,,,,,,,,,,,,,,,,,,,,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://www.alnap.org/upcoming-events/watch-now-learning-for-ukraine-challenges-and-opportunities-for-change,en,,,,,,,,
Enabling the local response: Emerging humanitarian priorities in Ukraine March–May 2022,,"Three months after the Russian invasion in late February 2022, an estimated 16 million Ukrainians, displaced from their homes or struggling to survive under extreme conflict conditions, urgently require humanitarian assistance. What amounts to a massive, sudden-onset emergency involving high risks for aid operations has brought challenges both new and familiar to the international aid system. Although the situation continues to change daily, some key features and issues of the evolving aid response have come into view. This brief describes the state of the humanitarian response in Ukraine in the first quarter of the invasion. More information about the review is available under the . Download the .",,report,,2022-06-01,,,https://humanitarianoutcomes.org/Ukraine_review_June_2022,,,,,,,,,,,,,,,,,,,Abby Stoddard|Paul Harvey|Nigel Timmins|Varvara Pakhomenko|Meriah-Jo Breckenridge|Monica Czwarno,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/ukraine_review_2022.pdf,en,,,,,,,,
Why (and how) should humanitarian actors consider looking at existing Social Protection systems from the ‘first-wave’ of an emergency response? A take on the Ukraine crisis.,,"This brief is a rapid analysis of the opportunities in Ukraine for humanitarian actors to work with existing social protection systems from the onset of the emergency. Doing so is often not prioritised during the early phases of emergencies when there is pressure to deliver. This is because social protection systems are considered to be ‘developmental’ and frequently regarded as part of a longer-term approach to be linked with at later stages during emergency programmes handover or when developing exit strategies. But understanding more about, as well as coordinating and working directly with, existing systems can be a valuable starting point to co-create and deliver an effective, localised and accountable humanitarian response, whilst still being swift, impartial and lifesaving.",,report,,2022-04-01,,,https://humanitarianoutcomes.org/publications/why-and-how-should-humanitarian-actors-consider-looking-existing-social-protection,,,,,,,,,,,,,,,,,,,Carla Lacerda,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/lacerda_carla_brief_ukraine_2022_0_0.pdf,en,,,,,,,,
[Urdu translation] Floods in Pakistan: Rethinking the humanitarian role,,"The scale of the flooding in Pakistan since June 2022 is immense, with impacts exceeding previous disasters such as the 2010 floods. An estimated 33 million people have been affected, with 7.9 million displaced, and an estimated US$30 billion in combined losses and damages. Large parts of Sindh and some areas in other provinces remain inundated. Pakistan’s government and civil society entities are struggling to mount a commensurately large-scale humanitarian response that can meet critical needs, with a fraction of the international humanitarian funding and operational support that was mobilised in 2010.Evidence from interviews, available data, and a survey of affected people suggests that the international relief response to date has fallen well short of the need, raising fears for the prospects of recovery.This report is in Urdu. The .",,report,,2022-12-01,,,https://humanitarianoutcomes.org/Pakistan_Floods_Urdu_2022,,,,,,,,,,,,,,,,,,,Paul Harvey|Abby Stoddard|Lewis Sida|Nigel Timmins|Shafqat Munir Ahmed|Meriah-Jo Breckenridge|Shoaib Jillani,,,,,,,,,1fe251a4-ed86-40b0-be14-ca863ee1d841,,,,,https://humanitarianoutcomes.org/sites/default/files/publications/urdu_ho-ukhih_pakistan.pdf,en,,,,,,,,
